Sample in Buffer,Sample in Window,TRIGGER,app_cmd[2:0],app_wdf_data[255:0],app_addr[28:0],app_rd_data[255:0],app_rd_data_reg[255:0],app_en,app_rd_data_end,app_rd_data_valid,app_rdy,app_wdf_end,app_wdf_rdy,app_wdf_wren,ui_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2157,2157,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000020,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2158,2158,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000040,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2159,2159,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000060,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2160,2160,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000080,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2161,2161,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2162,2162,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,0,1,0,1
2163,2163,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2164,2164,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2165,2165,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2166,2166,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2167,2167,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,0,1,0,1
2168,2168,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2169,2169,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2170,2170,0,1,0000000000000000000000000000000000000000000000000000000000000000,000000e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2171,2171,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000100,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2172,2172,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000120,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2173,2173,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000140,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2174,2174,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000160,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2175,2175,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000180,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2176,2176,0,1,0000000000000000000000000000000000000000000000000000000000000000,000001a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2177,2177,0,1,0000000000000000000000000000000000000000000000000000000000000000,000001c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2178,2178,0,1,0000000000000000000000000000000000000000000000000000000000000000,000001e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2179,2179,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000200,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2180,2180,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000220,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2181,2181,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000240,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2182,2182,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000260,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2183,2183,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000280,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2184,2184,0,1,0000000000000000000000000000000000000000000000000000000000000000,000002a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2185,2185,0,1,0000000000000000000000000000000000000000000000000000000000000000,000002c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2186,2186,0,1,0000000000000000000000000000000000000000000000000000000000000000,000002e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,0,1,0,1
2187,2187,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000300,02e202e202e202e202e202e202e202e202e202e202e202e202e202e202e202e2,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,1,1,0,1,0,1
2188,2188,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000320,02e302e302e302e302e302e302e302e302e302e302e302e302e302e302e302e3,02e202e202e202e202e202e202e202e202e202e202e202e202e202e202e202e2,1,1,1,1,0,1,0,1
2189,2189,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000340,02e402e402e402e402e402e402e402e402e402e402e402e402e402e402e402e4,02e302e302e302e302e302e302e302e302e302e302e302e302e302e302e302e3,1,1,1,1,0,1,0,1
2190,2190,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000360,432ac3212d4fe61d3d7e771507c3fafeb1d7e5c0b731ad8d97f7d54d27cfbce6,02e402e402e402e402e402e402e402e402e402e402e402e402e402e402e402e4,1,1,0,1,0,1,0,1
2191,2191,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000380,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,02e402e402e402e402e402e402e402e402e402e402e402e402e402e402e402e4,1,1,1,1,0,1,0,1
2192,2192,0,1,0000000000000000000000000000000000000000000000000000000000000000,000003a0,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,1,1,1,1,0,1,0,1
2193,2193,0,1,0000000000000000000000000000000000000000000000000000000000000000,000003c0,02e802e802e802e802e802e802e802e802e802e802e802e802e802e802e802e8,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,1,1,1,1,0,1,0,1
2194,2194,0,1,0000000000000000000000000000000000000000000000000000000000000000,000003e0,02e902e902e902e902e902e902e902e902e902e902e902e902e902e902e902e9,02e802e802e802e802e802e802e802e802e802e802e802e802e802e802e802e8,1,1,1,1,0,1,0,1
2195,2195,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000400,02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea,02e902e902e902e902e902e902e902e902e902e902e902e902e902e902e902e9,1,1,1,1,0,1,0,1
2196,2196,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000420,02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb,02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea,1,1,1,1,0,1,0,1
2197,2197,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000440,0001000100010001000100010001000100010001000100010001000100010001,02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb,1,1,1,1,0,1,0,1
2198,2198,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000460,0002000200020002000200020002000200020002000200020002000200020002,0001000100010001000100010001000100010001000100010001000100010001,1,1,1,1,0,1,0,1
2199,2199,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000480,0003000300030003000300030003000300030003000300030003000300030003,0002000200020002000200020002000200020002000200020002000200020002,1,1,1,1,0,1,0,1
2200,2200,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004a0,0004000400040004000400040004000400040004000400040004000400040004,0003000300030003000300030003000300030003000300030003000300030003,1,1,1,0,0,1,0,1
2201,2201,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004a0,0005000500050005000500050005000500050005000500050005000500050005,0004000400040004000400040004000400040004000400040004000400040004,0,1,1,0,0,1,0,1
2202,2202,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004a0,0006000600060006000600060006000600060006000600060006000600060006,0005000500050005000500050005000500050005000500050005000500050005,0,1,1,0,0,1,0,1
2203,2203,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004a0,0007000700070007000700070007000700070007000700070007000700070007,0006000600060006000600060006000600060006000600060006000600060006,0,1,1,1,0,1,0,1
2204,2204,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004c0,000a000a000a000a000a000a000a000a000a000a000a000a000a000a000a000a,0007000700070007000700070007000700070007000700070007000700070007,1,1,1,0,0,1,0,1
2205,2205,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004c0,000b000b000b000b000b000b000b000b000b000b000b000b000b000b000b000b,000a000a000a000a000a000a000a000a000a000a000a000a000a000a000a000a,0,1,1,0,0,1,0,1
2206,2206,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004c0,000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c,000b000b000b000b000b000b000b000b000b000b000b000b000b000b000b000b,0,1,1,0,0,1,0,1
2207,2207,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004c0,000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d,000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c,0,1,1,1,0,1,0,1
2208,2208,0,1,0000000000000000000000000000000000000000000000000000000000000000,000004e0,000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e,000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d,1,1,1,1,0,1,0,1
2209,2209,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000500,000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f,000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e,1,1,1,1,0,1,0,1
2210,2210,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000520,0010001000100010001000100010001000100010001000100010001000100010,000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f,1,1,1,1,0,1,0,1
2211,2211,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000540,0011001100110011001100110011001100110011001100110011001100110011,0010001000100010001000100010001000100010001000100010001000100010,1,1,1,1,0,1,0,1
2212,2212,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000560,0012001200120012001200120012001200120012001200120012001200120012,0011001100110011001100110011001100110011001100110011001100110011,1,1,1,1,0,1,0,1
2213,2213,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000580,0013001300130013001300130013001300130013001300130013001300130013,0012001200120012001200120012001200120012001200120012001200120012,1,1,1,1,0,1,0,1
2214,2214,0,1,0000000000000000000000000000000000000000000000000000000000000000,000005a0,0014001400140014001400140014001400140014001400140014001400140014,0013001300130013001300130013001300130013001300130013001300130013,1,1,1,1,0,1,0,1
2215,2215,0,1,0000000000000000000000000000000000000000000000000000000000000000,000005c0,a77451fd844fff64cc5edab48732cf9500fa74e04b5633ed19c360f0751c37e3,0014001400140014001400140014001400140014001400140014001400140014,1,1,0,1,0,1,0,1
2216,2216,0,1,0000000000000000000000000000000000000000000000000000000000000000,000005e0,0015001500150015001500150015001500150015001500150015001500150015,0014001400140014001400140014001400140014001400140014001400140014,1,1,1,1,0,1,0,1
2217,2217,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000600,0016001600160016001600160016001600160016001600160016001600160016,0015001500150015001500150015001500150015001500150015001500150015,1,1,1,1,0,1,0,1
2218,2218,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000620,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2219,2219,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000640,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2220,2220,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000660,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2221,2221,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000680,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2222,2222,0,1,0000000000000000000000000000000000000000000000000000000000000000,000006a0,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2223,2223,0,1,0000000000000000000000000000000000000000000000000000000000000000,000006c0,f05fffb701def368ffdf8f3ec0ffb32f54e4bbf28fd7933ed7c4ed8fc93d1973,0016001600160016001600160016001600160016001600160016001600160016,1,1,0,1,0,1,0,1
2224,2224,0,1,0000000000000000000000000000000000000000000000000000000000000000,000006e0,0017001700170017001700170017001700170017001700170017001700170017,0016001600160016001600160016001600160016001600160016001600160016,1,1,1,1,0,1,0,1
2225,2225,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000700,0018001800180018001800180018001800180018001800180018001800180018,0017001700170017001700170017001700170017001700170017001700170017,1,1,1,1,0,1,0,1
2226,2226,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000720,0019001900190019001900190019001900190019001900190019001900190019,0018001800180018001800180018001800180018001800180018001800180018,1,1,1,1,0,1,0,1
2227,2227,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000740,02e202e202e202e202e202e202e202e202e202e202e202e202e202e202e202e2,0019001900190019001900190019001900190019001900190019001900190019,1,1,0,1,0,1,0,1
2228,2228,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000760,001a001a001a001a001a001a001a001a001a001a001a001a001a001a001a001a,0019001900190019001900190019001900190019001900190019001900190019,1,1,1,1,0,1,0,1
2229,2229,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000780,001b001b001b001b001b001b001b001b001b001b001b001b001b001b001b001b,001a001a001a001a001a001a001a001a001a001a001a001a001a001a001a001a,1,1,1,1,0,1,0,1
2230,2230,0,1,0000000000000000000000000000000000000000000000000000000000000000,000007a0,001c001c001c001c001c001c001c001c001c001c001c001c001c001c001c001c,001b001b001b001b001b001b001b001b001b001b001b001b001b001b001b001b,1,1,1,1,0,1,0,1
2231,2231,0,1,0000000000000000000000000000000000000000000000000000000000000000,000007c0,001d001d001d001d001d001d001d001d001d001d001d001d001d001d001d001d,001c001c001c001c001c001c001c001c001c001c001c001c001c001c001c001c,1,1,1,1,0,1,0,1
2232,2232,0,1,0000000000000000000000000000000000000000000000000000000000000000,000007e0,001e001e001e001e001e001e001e001e001e001e001e001e001e001e001e001e,001d001d001d001d001d001d001d001d001d001d001d001d001d001d001d001d,1,1,1,1,0,1,0,1
2233,2233,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000800,001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f,001e001e001e001e001e001e001e001e001e001e001e001e001e001e001e001e,1,1,1,1,0,1,0,1
2234,2234,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000820,001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f,001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f,1,1,1,1,0,1,0,1
2235,2235,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000840,0021002100210021002100210021002100210021002100210021002100210021,001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f,1,1,1,1,0,1,0,1
2236,2236,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000860,0020002000200020002000200020002000200020002000200020002000200020,0021002100210021002100210021002100210021002100210021002100210021,1,1,1,1,0,1,0,1
2237,2237,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000880,0021002100210021002100210021002100210021002100210021002100210021,0020002000200020002000200020002000200020002000200020002000200020,1,1,1,1,0,1,0,1
2238,2238,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008a0,0022002200220022002200220022002200220022002200220022002200220022,0021002100210021002100210021002100210021002100210021002100210021,1,1,1,0,0,1,0,1
2239,2239,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008a0,0023002300230023002300230023002300230023002300230023002300230023,0022002200220022002200220022002200220022002200220022002200220022,0,1,1,0,0,1,0,1
2240,2240,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008a0,0024002400240024002400240024002400240024002400240024002400240024,0023002300230023002300230023002300230023002300230023002300230023,0,1,1,0,0,1,0,1
2241,2241,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008a0,0025002500250025002500250025002500250025002500250025002500250025,0024002400240024002400240024002400240024002400240024002400240024,0,1,1,1,0,1,0,1
2242,2242,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008c0,0026002600260026002600260026002600260026002600260026002600260026,0025002500250025002500250025002500250025002500250025002500250025,1,1,1,0,0,1,0,1
2243,2243,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008c0,0027002700270027002700270027002700270027002700270027002700270027,0026002600260026002600260026002600260026002600260026002600260026,0,1,1,0,0,1,0,1
2244,2244,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008c0,0028002800280028002800280028002800280028002800280028002800280028,0027002700270027002700270027002700270027002700270027002700270027,0,1,1,0,0,1,0,1
2245,2245,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008c0,0029002900290029002900290029002900290029002900290029002900290029,0028002800280028002800280028002800280028002800280028002800280028,0,1,1,1,0,1,0,1
2246,2246,0,1,0000000000000000000000000000000000000000000000000000000000000000,000008e0,002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a,0029002900290029002900290029002900290029002900290029002900290029,1,1,1,1,0,1,0,1
2247,2247,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000900,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a002a,1,1,1,1,0,1,0,1
2248,2248,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000920,0030003000300030003000300030003000300030003000300030003000300030,002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f,1,1,1,1,0,1,0,1
2249,2249,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000940,0031003100310031003100310031003100310031003100310031003100310031,0030003000300030003000300030003000300030003000300030003000300030,1,1,1,1,0,1,0,1
2250,2250,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000960,0032003200320032003200320032003200320032003200320032003200320032,0031003100310031003100310031003100310031003100310031003100310031,1,1,1,1,0,1,0,1
2251,2251,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000980,0033003300330033003300330033003300330033003300330033003300330033,0032003200320032003200320032003200320032003200320032003200320032,1,1,1,1,0,1,0,1
2252,2252,0,1,0000000000000000000000000000000000000000000000000000000000000000,000009a0,0034003400340034003400340034003400340034003400340034003400340034,0033003300330033003300330033003300330033003300330033003300330033,1,1,1,1,0,1,0,1
2253,2253,0,1,0000000000000000000000000000000000000000000000000000000000000000,000009c0,0013001300130013001300130013001300130013001300130013001300130013,0034003400340034003400340034003400340034003400340034003400340034,1,1,0,1,0,1,0,1
2254,2254,0,1,0000000000000000000000000000000000000000000000000000000000000000,000009e0,0035003500350035003500350035003500350035003500350035003500350035,0034003400340034003400340034003400340034003400340034003400340034,1,1,1,1,0,1,0,1
2255,2255,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000a00,0036003600360036003600360036003600360036003600360036003600360036,0035003500350035003500350035003500350035003500350035003500350035,1,1,1,1,0,1,0,1
2256,2256,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000a20,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2257,2257,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000a40,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2258,2258,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000a60,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2259,2259,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000a80,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2260,2260,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000aa0,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2261,2261,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000ac0,0015001500150015001500150015001500150015001500150015001500150015,0036003600360036003600360036003600360036003600360036003600360036,1,1,0,1,0,1,0,1
2262,2262,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000ae0,0037003700370037003700370037003700370037003700370037003700370037,0036003600360036003600360036003600360036003600360036003600360036,1,1,1,1,0,1,0,1
2263,2263,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000b00,0038003800380038003800380038003800380038003800380038003800380038,0037003700370037003700370037003700370037003700370037003700370037,1,1,1,1,0,1,0,1
2264,2264,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000b20,0039003900390039003900390039003900390039003900390039003900390039,0038003800380038003800380038003800380038003800380038003800380038,1,1,1,1,0,1,0,1
2265,2265,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000b40,0018001800180018001800180018001800180018001800180018001800180018,0039003900390039003900390039003900390039003900390039003900390039,1,1,0,1,0,1,0,1
